471, -71, 0, 73, 117.684, 113, 45.5415, 38, 176, 73, 19.481, 43, 112, 133, 2.9587, 121, 143
643, -326, 0, 61.5, 245.85, 116, 14.0885, 66, 163, 158, 8.97196, 132, 180, 67, 12.8773, 44, 115
766, 378, 0, 46, 74.6292, 122, 42.6224, 28, 203, 196, 19.2423, 121, 229, 125, 2.46919, 97, 133
752, 101, 0, 37.5, 180.874, 42, 12.2278, 28, 113, 116, 3.93893, 84, 126, 158, 6.15771, 140, 197
738, -151, 0, 44.5, 101.775, 73, 29.5764, 42, 149, 103, 10.8772, 69, 122, 100, 15.0607, 55, 121
576, 240, 0, 39.5, 88.2739, 82, 26.8663, 29, 134, 99, 9.62767, 77, 120, 99, 11.3546, 71, 124
