622, -1, 0, 161, 167.93, 37, 20.0319, 9, 136, 97, 12.2009, 53, 127, 115, 7.19926, 80, 127
1556, 18, 0, 172, 326.455, 60, 7.24865, 20, 87, 90, 6.13284, 80, 111, 105, 4.84323, 96, 122
875, 221, 0, 85, 208.677, 118, 23.6355, 77, 219, 149, 5.7527, 132, 159, 58, 9.1133, 28, 79
