X, Y, Z, WIDTH, HEIGHT, AVERAGE-Y, AVERAGE-U, AVERAGE-V, MIN-Y, MIN-U, MIN-V, MAX-Y, MAX-U, MAX-V, STDEV-Y, STDEV-U, STDEV-V
0.612685, 0.42959958, 0.5, 0.3208747, 0.321226, 0.65061975, 0.16922587, 0.62725455, 1.0, 0.09426448, 0.7867153, 0.5691766, 0.18319595, 0.44485092, 0.7587459, 0.65860003, 0.2285474
0.6735536, 0.5773034, 0.5, 0.20376274, 0.29112625, 0.37542272, 0.3027233, 0.9350991, 0.6471398, 0.37944758, 0.8095856, 0.24219224, 0.29470176, 1.0, 0.49777332, 0.38651875, 0.8551599
0.56321543, 0.25524026, 0.5, 0.4154282, 0.73753476, 0.6836434, 0.5757862, 0.16108996, 1.0, 0.720083, 0.21495974, 0.46907935, 0.45315737, 0.29867455, 0.30143282, 0.32108045, 0.8078357
0.5289487, 0.76146924, 0.5, 0.374031, 0.33501536, 0.71666706, 0.7760323, 0.618459, 0.48581904, 0.7676135, 0.72572803, 0.76269794, 0.8111497, 0.4740862, 0.83035165, 0.83837235, 0.2518861
0.6787575, 0.5830459, 0.5, 0.662133, 0.4359373, 0.34239906, 0.2966552, 0.9878725, 0.18622339, 0.36360407, 0.83245575, 0.20215335, 0.26535812, 1.0, 0.4708681, 0.38267282, 0.83964205
0.6939118, 0.3639201, 0.5, 0.38884473, 0.42853686, 0.65061975, 0.16922587, 0.64484566, 0.7623689, 0.14179501, 0.80196214, 0.48242566, 0.17732722, 0.4643411, 0.684198, 0.6724874, 0.24488166
0.74364203, 0.12330219, 0.5, 0.70921826, 0.9170574, 0.62860394, 0.5757862, 0.20506775, 1.0, 0.75177, 0.27594697, 0.35563582, 0.46489483, 0.32790983, 0.29387355, 0.3276899, 0.7927526
0.6604248, 0.7764985, 0.5, 0.29351354, 0.20627555, 0.65061975, 0.73355585, 0.58327675, 0.4166816, 0.6804742, 0.6799876, 0.9028341, 0.8111497, 0.8443997, 0.74932384, 0.7854779, 0.23356569
0.52573836, 0.43535155, 0.5, 0.38702404, 0.3440115, 0.65061975, 0.16315779, 0.62725455, 0.6010482, 0.09426448, 0.7867153, 0.5691766, 0.18319595, 0.4740862, 0.78771996, 0.66363347, 0.2541548
0.66604143, 0.5743669, 0.5, 0.1942699, 0.34528738, 0.3093754, 0.3148594, 0.917508, 0.48581904, 0.36360407, 0.8095856, 0.24219224, 0.29470176, 1.0, 0.5017254, 0.3450762, 0.78376526
0.5630551, 0.25546673, 0.5, 0.41391903, 0.73820806, 0.6836434, 0.5757862, 0.16108996, 1.0, 0.7042395, 0.21495974, 0.46907935, 0.45315737, 0.29867455, 0.30195308, 0.31913838, 0.808063
0.5316476, 0.76252925, 0.5, 0.3698188, 0.33254033, 0.71666706, 0.7760323, 0.618459, 0.48581904, 0.7676135, 0.7867153, 0.76269794, 0.7289875, 0.4740862, 0.83698666, 0.82860464, 0.23157224
0.6427625, 0.52605635, 0.5, 0.32785356, 0.6730738, 0.10022566, 0.33913165, 0.89112127, 0.30145246, 0.33191708, 0.83245575, 0.2221728, 0.19493341, 1.0, 0.29332268, 0.22556168, 0.5941492
0.56215525, 0.21983331, 0.5, 0.51437515, 0.411344, 0.63961184, 0.16922587, 0.64484566, 0.7623689, 0.14179501, 0.6647408, 0.48242566, 0.17732722, 0.54230183, 0.6955236, 0.6345438, 0.27195424
0.74362606, 0.12338042, 0.5, 0.70916927, 0.9177737, 0.62860394, 0.5757862, 0.20506775, 1.0, 0.688396, 0.27594697, 0.36230895, 0.46489483, 0.32790983, 0.294047, 0.32648006, 0.7927526
0.7470371, 0.37335956, 0.5, 0.2196449, 0.24408263, 0.37542272, 0.29058713, 0.3897745, 0.7623689, 0.3002301, 0.31406403, 0.40234786, 0.3240454, 0.28892946, 0.42123622, 0.2909433, 0.57372767
0.6604446, 0.776789, 0.5, 0.2880987, 0.2045947, 0.65061975, 0.7396239, 0.58327675, 0.4166816, 0.6804742, 0.6799876, 0.9028341, 0.8111497, 0.8443997, 0.74745697, 0.7845164, 0.23028854
0.48693958, 0.44082096, 0.5, 0.43257082, 0.3602358, 0.63961184, 0.15708974, 0.6360501, 0.6010482, 0.09426448, 0.7867153, 0.5691766, 0.18319595, 0.4838313, 0.7976071, 0.6635539, 0.2572689
0.6602903, 0.5737212, 0.5, 0.18792269, 0.38101977, 0.254336, 0.32092747, 0.9087124, 0.48581904, 0.36360407, 0.8095856, 0.24219224, 0.29470176, 1.0, 0.47942096, 0.31468433, 0.73554206
0.5628529, 0.25548908, 0.5, 0.41268408, 0.73861694, 0.6836434, 0.5757862, 0.16108996, 1.0, 0.7042395, 0.21495974, 0.46907935, 0.45315737, 0.29867455, 0.30247742, 0.31803998, 0.80823755
0.9418601, 0.3694138, 0.5, 0.34081137, 0.35937804, 0.3644148, 0.3027233, 0.41616115, 0.8315064, 0.38736933, 0.34455767, 0.41569415, 0.20080212, 0.32790983, 0.43952325, 0.25781375, 0.5571823
0.5315655, 0.76287115, 0.5, 0.3711527, 0.33256492, 0.71666706, 0.7760323, 0.618459, 0.4397274, 0.7596917, 0.7867153, 0.76269794, 0.73485625, 0.4740862, 0.83639294, 0.8291936, 0.23151231
0.64303154, 0.52597564, 0.5, 0.33141547, 0.6835273, 0.10022566, 0.33913165, 0.89112127, 0.30145246, 0.33191708, 0.8248324, 0.2221728, 0.19493341, 1.0, 0.29065603, 0.22521687, 0.59369797
0.5182156, 0.22111529, 0.5, 0.60894924, 0.40037706, 0.62860394, 0.16315779, 0.6536412, 0.7623689, 0.14179501, 0.6647408, 0.48242566, 0.17732722, 0.55204695, 0.69764143, 0.6174663, 0.27359855
0.7436823, 0.12337816, 0.5, 0.70921826, 0.9182319, 0.62860394, 0.5757862, 0.20506775, 1.0, 0.688396, 0.27594697, 0.36230895, 0.46489483, 0.32790983, 0.29420203, 0.32584012, 0.7928679
0.6836909, 0.37567472, 0.5, 0.23388076, 0.2667666, 0.3644148, 0.29058713, 0.38097894, 0.6701856, 0.3002301, 0.30644062, 0.40234786, 0.3240454, 0.29867455, 0.45599446, 0.3069033, 0.60391694
0.66057074, 0.7766013, 0.5, 0.28481495, 0.203617, 0.66162765, 0.7396239, 0.5920723, 0.4166816, 0.6804742, 0.6799876, 0.9028341, 0.8111497, 0.8443997, 0.745633, 0.78413117, 0.22822991
0.46705568, 0.44374382, 0.5, 0.46197, 0.3705571, 0.63961184, 0.15708974, 0.6360501, 0.6010482, 0.09426448, 0.7867153, 0.5691766, 0.18319595, 0.4838313, 0.8006227, 0.66270065, 0.25743458
0.6567022, 0.572929, 0.5, 0.18419921, 0.40362075, 0.23232025, 0.32699555, 0.8999169, 0.34754413, 0.36360407, 0.8095856, 0.24219224, 0.29470176, 1.0, 0.45828566, 0.29402512, 0.7037852
0.56271535, 0.25530136, 0.5, 0.41210434, 0.7387676, 0.6836434, 0.5757862, 0.16108996, 1.0, 0.7042395, 0.21495974, 0.46907935, 0.45315737, 0.31816474, 0.30303037, 0.3171804, 0.80849767
0.8299639, 0.3145625, 0.5, 0.34396392, 0.3704987, 0.34239906, 0.2966552, 0.40736562, 0.6010482, 0.33983883, 0.34455767, 0.41569415, 0.22427705, 0.32790983, 0.47591984, 0.2785204, 0.5962404
0.5316119, 0.7629114, 0.5, 0.37158453, 0.33254343, 0.71666706, 0.7760323, 0.618459, 0.4397274, 0.7596917, 0.7867153, 0.76269794, 0.73485625, 0.4740862, 0.8359481, 0.82989407, 0.23141187
0.64351493, 0.5259692, 0.5, 0.33243787, 0.6862606, 0.11123353, 0.33913165, 0.8999169, 0.30145246, 0.32399532, 0.8248324, 0.2221728, 0.20080212, 1.0, 0.28979707, 0.22485358, 0.593451
0.5010693, 0.22876552, 0.5, 0.66565967, 0.39465228, 0.6175961, 0.16315779, 0.6536412, 0.71627724, 0.14179501, 0.6647408, 0.48242566, 0.17732722, 0.55204695, 0.697366, 0.6099081, 0.27304333
0.7437074, 0.12336403, 0.5, 0.7091008, 0.9186316, 0.62860394, 0.5757862, 0.20506775, 1.0, 0.688396, 0.27594697, 0.3689821, 0.46489483, 0.32790983, 0.29438978, 0.32508877, 0.7928513
0.5275191, 0.6781267, 0.5, 0.13580939, 0.19815046, 0.43046212, 0.27238297, 0.37218338, 0.69323146, 0.33191708, 0.40554494, 0.2889043, 0.15972105, 0.29867455, 0.38625962, 0.28333735, 0.5226393
0.66348016, 0.3780264, 0.5, 0.24042481, 0.2782285, 0.3644148, 0.28451908, 0.38097894, 0.6701856, 0.3002301, 0.29881722, 0.40234786, 0.3240454, 0.29867455, 0.46728742, 0.3131657, 0.6146563
0.6604051, 0.77638155, 0.5, 0.28268778, 0.20333782, 0.66162765, 0.7396239, 0.5920723, 0.4166816, 0.6804742, 0.6799876, 0.9028341, 0.8111497, 0.8443997, 0.7444272, 0.7838255, 0.22650522
0.45492715, 0.44554806, 0.5, 0.48214075, 0.37775767, 0.63961184, 0.15708974, 0.6360501, 0.6010482, 0.09426448, 0.7867153, 0.5691766, 0.18319595, 0.4838313, 0.8033097, 0.66213393, 0.25695607
0.65413404, 0.5731361, 0.5, 0.18097714, 0.41838163, 0.21030447, 0.32699555, 0.89112127, 0.34754413, 0.36360407, 0.8095856, 0.24219224, 0.29470176, 1.0, 0.44134113, 0.27927494, 0.68227684
0.5626439, 0.25534976, 0.5, 0.41171056, 0.7387061, 0.6836434, 0.5757862, 0.16108996, 1.0, 0.7042395, 0.21495974, 0.48242566, 0.45315737, 0.31816474, 0.30391586, 0.3166837, 0.80892575
0.415797, 0.5335493, 0.5, 0.22375426, 0.36093992, 0.45247787, 0.2602468, 0.35459226, 0.7854147, 0.37152582, 0.443662, 0.28223115, 0.14798358, 0.30841964, 0.3574549, 0.2812998, 0.51305586
0.7947328, 0.3047707, 0.5, 0.34450546, 0.3779268, 0.34239906, 0.2966552, 0.39857006, 0.6010482, 0.32399532, 0.34455767, 0.41569415, 0.22427705, 0.32790983, 0.48728833, 0.2846427, 0.60756594
0.53159595, 0.76288974, 0.5, 0.37147292, 0.33245736, 0.71666706, 0.7760323, 0.618459, 0.4397274, 0.7596917, 0.7867153, 0.76269794, 0.73485625, 0.4740862, 0.83652556, 0.8295566, 0.23158708
0.64352477, 0.5259728, 0.5, 0.3329991, 0.687475, 0.11123353, 0.33913165, 0.8999169, 0.30145246, 0.31607357, 0.8248324, 0.2221728, 0.20080212, 1.0, 0.2902072, 0.2254101, 0.59343123
0.49049196, 0.23511213, 0.5, 0.70628023, 0.39063388, 0.6065882, 0.16315779, 0.6624368, 0.71627724, 0.14179501, 0.6647408, 0.48242566, 0.17732722, 0.55204695, 0.69714564, 0.6052885, 0.2726725
0.74370813, 0.123402774, 0.5, 0.7091888, 0.9186777, 0.62860394, 0.5757862, 0.20506775, 1.0, 0.688396, 0.27594697, 0.3689821, 0.46489483, 0.32790983, 0.2950794, 0.32473856, 0.793319
0.5290635, 0.67902356, 0.5, 0.1278032, 0.19228452, 0.43046212, 0.27238297, 0.37218338, 0.6701856, 0.33191708, 0.40554494, 0.3022506, 0.17732722, 0.30841964, 0.38619232, 0.28379902, 0.5232782
0.6509017, 0.38043022, 0.5, 0.24421194, 0.28414086, 0.3644148, 0.28451908, 0.38097894, 0.6701856, 0.29230833, 0.2911938, 0.40234786, 0.3240454, 0.39612547, 0.47398975, 0.31648952, 0.62613666
0.66027284, 0.77621096, 0.5, 0.28055182, 0.20310077, 0.66162765, 0.7396239, 0.5920723, 0.4166816, 0.6804742, 0.6799876, 0.9028341, 0.8111497, 0.8443997, 0.7436804, 0.78346896, 0.2245293
0.44450942, 0.44706678, 0.5, 0.5017689, 0.38454014, 0.63961184, 0.15708974, 0.64484566, 0.6010482, 0.09426448, 0.7867153, 0.5691766, 0.18319595, 0.49357638, 0.8069394, 0.66335654, 0.25706574
0.65165865, 0.57323617, 0.5, 0.17787555, 0.4326014, 0.18828872, 0.3330636, 0.89112127, 0.34754413, 0.36360407, 0.8095856, 0.24219224, 0.29470176, 1.0, 0.42652255, 0.26624393, 0.6630014
0.4156556, 0.5335102, 0.5, 0.2234967, 0.3609553, 0.45247787, 0.2602468, 0.35459226, 0.7393231, 0.36360407, 0.42841515, 0.2889043, 0.15385231, 0.31816474, 0.35743043, 0.28252873, 0.514528
0.7772559, 0.3033658, 0.5, 0.34387672, 0.38222805, 0.34239906, 0.29058713, 0.39857006, 0.6010482, 0.32399532, 0.34455767, 0.41569415, 0.22427705, 0.32790983, 0.4945497, 0.28799197, 0.6125552
0.531564, 0.7629054, 0.5, 0.37174124, 0.33242965, 0.71666706, 0.7760323, 0.618459, 0.4397274, 0.7596917, 0.77909195, 0.76937115, 0.740725, 0.4838313, 0.83765996, 0.82935596, 0.23170531
0.6435005, 0.5259517, 0.5, 0.3336239, 0.68838507, 0.11123353, 0.33913165, 0.8999169, 0.30145246, 0.31607357, 0.8248324, 0.2221728, 0.20080212, 1.0, 0.2911151, 0.22522193, 0.5921962
0.48147574, 0.2407049, 0.5, 0.7440343, 0.386763, 0.6065882, 0.15708974, 0.6624368, 0.71627724, 0.14179501, 0.6647408, 0.48242566, 0.17732722, 0.55204695, 0.69827193, 0.6027511, 0.27258885
0.47643295, 0.25809103, 0.5, 0.4318059, 0.3582989, 0.66162765, 0.7699642, 0.5568901, 0.3244983, 0.7755352, 0.65711737, 0.77604425, 0.70551264, 0.37663528, 0.85353947, 0.63970774, 0.30567265
0.5293903, 0.67934686, 0.5, 0.12847796, 0.1912604, 0.43046212, 0.27238297, 0.37218338, 0.6701856, 0.33191708, 0.40554494, 0.3022506, 0.17732722, 0.31816474, 0.38578627, 0.2830413, 0.5223429
0.64612716, 0.3814254, 0.5, 0.24611974, 0.28704017, 0.3644148, 0.28451908, 0.38097894, 0.6701856, 0.29230833, 0.2911938, 0.40234786, 0.3240454, 0.39612547, 0.47651562, 0.31817052, 0.6307505
0.6605061, 0.77593833, 0.5, 0.2796616, 0.20258331, 0.66162765, 0.7396239, 0.5920723, 0.4166816, 0.6804742, 0.6799876, 0.9028341, 0.8111497, 0.8443997, 0.74314386, 0.7830678, 0.22326535
0.43819734, 0.4480646, 0.5, 0.5149255, 0.38919193, 0.63961184, 0.15102166, 0.64484566, 0.6010482, 0.09426448, 0.7867153, 0.5691766, 0.18319595, 0.49357638, 0.80903476, 0.6639009, 0.2570374
0.6502328, 0.5732672, 0.5, 0.17583162, 0.44212326, 0.17728084, 0.3330636, 0.88232577, 0.34754413, 0.36360407, 0.8095856, 0.24219224, 0.29470176, 1.0, 0.41571516, 0.257425, 0.64976245
0.62071097, 0.08906099, 0.5, 0.7004139, 0.4094839, 0.5625567, 0.76389617, 0.5744812, 0.5549565, 0.7993005, 0.72572803, 0.64925444, 0.7113813, 0.37663528, 0.61296356, 0.67475104, 0.251069
0.4157415, 0.5335263, 0.5, 0.22332236, 0.3603957, 0.45247787, 0.2602468, 0.35459226, 0.7393231, 0.36360407, 0.42841515, 0.2889043, 0.15972105, 0.31816474, 0.35701418, 0.28265285, 0.5143238
0.76924515, 0.30428797, 0.5, 0.34415683, 0.3844233, 0.34239906, 0.29058713, 0.39857006, 0.6010482, 0.32399532, 0.34455767, 0.41569415, 0.22427705, 0.32790983, 0.49788553, 0.28950742, 0.61454105
0.5315397, 0.7628771, 0.5, 0.3717922, 0.3324235, 0.71666706, 0.7760323, 0.618459, 0.4397274, 0.7596917, 0.77909195, 0.76937115, 0.740725, 0.4838313, 0.83836997, 0.82893574, 0.23203197
0.6433158, 0.52598107, 0.5, 0.33380413, 0.689083, 0.11123353, 0.33913165, 0.89112127, 0.30145246, 0.31607357, 0.8248324, 0.2221728, 0.20080212, 1.0, 0.29200673, 0.22544608, 0.5919262
0.4758766, 0.24470654, 0.5, 0.76956594, 0.38409737, 0.59558034, 0.15708974, 0.6624368, 0.71627724, 0.14179501, 0.6647408, 0.48242566, 0.17732722, 0.55204695, 0.69875956, 0.600774, 0.27231157
0.4763288, 0.25904006, 0.5, 0.42616975, 0.35412365, 0.66162765, 0.7699642, 0.5568901, 0.16317755, 0.7755352, 0.65711737, 0.77604425, 0.7172501, 0.42536074, 0.86190665, 0.64130604, 0.30511308
0.52976125, 0.67908615, 0.5, 0.12966394, 0.1907857, 0.43046212, 0.27238297, 0.37218338, 0.53191066, 0.33191708, 0.40554494, 0.3022506, 0.17732722, 0.31816474, 0.38607806, 0.28305084, 0.52157557
0.64181244, 0.38189024, 0.5, 0.24621573, 0.28762433, 0.3644148, 0.28451908, 0.38097894, 0.53191066, 0.29230833, 0.2911938, 0.40234786, 0.3240454, 0.39612547, 0.47845796, 0.32021448, 0.63370126
0.6604164, 0.77617145, 0.5, 0.27859113, 0.20228818, 0.6726355, 0.7396239, 0.5920723, 0.4166816, 0.6804742, 0.6799876, 0.9028341, 0.8111497, 0.8443997, 0.7432826, 0.78273356, 0.22211465
0.43330732, 0.44876048, 0.5, 0.52663076, 0.39309967, 0.62860394, 0.15102166, 0.64484566, 0.53191066, 0.09426448, 0.7867153, 0.5691766, 0.18319595, 0.49357638, 0.8108119, 0.66454405, 0.2565744
0.6199897, 0.0896264, 0.5, 0.7025587, 0.4060681, 0.5625567, 0.76389617, 0.58327675, 0.53191066, 0.79137874, 0.72572803, 0.64925444, 0.7113813, 0.39612547, 0.61615866, 0.6770402, 0.25052664
0.41573012, 0.5334752, 0.5, 0.22337428, 0.36051255, 0.45247787, 0.2602468, 0.35459226, 0.69323146, 0.36360407, 0.42841515, 0.29557747, 0.15972105, 0.31816474, 0.35828936, 0.28258282, 0.514225
0.7637205, 0.30539715, 0.5, 0.34490603, 0.38527495, 0.34239906, 0.29058713, 0.39857006, 0.6010482, 0.32399532, 0.34455767, 0.41569415, 0.22427705, 0.38638037, 0.4995014, 0.29061857, 0.6151437
