X, Y, Z, WIDTH, HEIGHT, AVERAGE-Y, AVERAGE-U, AVERAGE-V, MIN-Y, MIN-U, MIN-V, MAX-Y, MAX-U, MAX-V, STDEV-Y, STDEV-U, STDEV-V
0.5012046, 0.61133975, 0.5, 0.31239837, 0.7569659, 0.27635175, 0.75176, 0.6096634, 0.5549565, 0.75177, 0.6342472, 0.6225618, 0.83462465, 0.44485092, 0.11380434, 0.61617684, 0.21123967
0.5607492, 0.73619825, 0.5, 0.43679085, 0.46913624, 0.3644148, 0.29058713, 0.996668, 0.4166816, 0.3477606, 0.8400792, 0.2221728, 0.3240454, 1.0, 0.44187567, 0.41459605, 0.85636854
0.8500257, 0.52238816, 0.5, 1.0, 0.3784679, 1.0, 0.60005844, 0.18747663, 1.0, 0.73592645, 0.07011497, 1.0, 0.75246245, 0.41561565, 1.0, 0.84015834, 1.0
0.53487015, 0.19709203, 0.5, 0.46570718, 0.36408824, 0.28735965, 0.29058713, 0.39857006, 0.7623689, 0.36360407, 0.42079175, 0.2488654, 0.44141993, 0.32790983, 0.48031053, 0.29424483, 0.5610124
0.4162682, 0.48650235, 0.5, 0.37279508, 0.90310204, 0.23232025, 0.7760323, 0.618459, 0.34754413, 0.7676135, 0.07011497, 0.8561221, 0.75246245, 0.44485092, 0.11957222, 0.5695162, 0.2641235
0.81193, 0.19459882, 0.5, 0.6061591, 0.66213155, 0.33139116, 0.745692, 0.43375227, 0.18622339, 0.7596917, 0.33693427, 0.77604425, 0.8228872, 0.41561565, 0.23484, 0.6585682, 0.51175505
0.6645883, 0.72676474, 0.5, 0.2790054, 0.28079268, 0.33139116, 0.3027233, 0.9438946, 0.27840668, 0.3477606, 0.855326, 0.17546076, 0.41794503, 1.0, 0.41965702, 0.387372, 0.77964216
0.7376659, 0.509136, 0.5, 0.5457046, 0.2756674, 1.0, 0.49690133, 0.055543274, 0.7393231, 0.6963177, 0.062491566, 1.0, 0.44728866, 0.3474, 1.0, 0.22954163, 1.0
0.4593847, 0.38658166, 0.5, 0.28950506, 0.40827557, 0.3644148, 0.27238297, 0.36338782, 0.8315064, 0.27646482, 0.32168746, 0.35563582, 0.22427705, 0.31816474, 0.5608425, 0.37439835, 0.70506954
0.63054276, 0.29422277, 0.5, 0.38202834, 0.5347316, 0.39743847, 0.7578281, 0.3897745, 0.30145246, 0.7596917, 0.26070017, 0.80941, 0.740725, 0.39612547, 0.30752715, 0.6427323, 0.5556378
0.56059945, 0.7330309, 0.5, 0.44245347, 0.4795466, 0.3644148, 0.28451908, 1.0, 0.4166816, 0.3477606, 0.83245575, 0.2221728, 0.3240454, 1.0, 0.44359767, 0.41647446, 0.8582457
0.851713, 0.5477198, 0.5, 1.0, 0.37267545, 1.0, 0.5697181, 0.14349884, 1.0, 0.73592645, 0.05486816, 1.0, 0.75246245, 0.41561565, 1.0, 0.7619629, 1.0
0.53463835, 0.19898334, 0.5, 0.4739377, 0.37010515, 0.29836753, 0.29058713, 0.39857006, 0.7623689, 0.36360407, 0.42079175, 0.2488654, 0.44141993, 0.32790983, 0.48134494, 0.28662616, 0.5616414
0.8125304, 0.19466436, 0.5, 0.60523653, 0.66163653, 0.34239906, 0.745692, 0.43375227, 0.18622339, 0.7596917, 0.33693427, 0.77604425, 0.8228872, 0.41561565, 0.23307925, 0.65752393, 0.5115871
0.540388, 0.57236135, 0.5, 0.6476973, 0.27002868, 0.5625567, 0.15102166, 0.6536412, 0.7393231, 0.13387325, 0.7867153, 0.4757525, 0.17145851, 1.0, 0.8010042, 0.6379981, 0.25459874
0.66420674, 0.7261599, 0.5, 0.27746588, 0.2800702, 0.33139116, 0.3027233, 0.9438946, 0.27840668, 0.3477606, 0.8477026, 0.17546076, 0.41794503, 1.0, 0.42100155, 0.38009083, 0.7812789
0.7380368, 0.50911856, 0.5, 0.5458319, 0.27520624, 1.0, 0.49690133, 0.055543274, 0.7393231, 0.6963177, 0.062491566, 1.0, 0.44728866, 0.3474, 1.0, 0.22152087, 1.0
0.45926917, 0.3865437, 0.5, 0.2902102, 0.40945005, 0.3644148, 0.27238297, 0.36338782, 0.8315064, 0.27646482, 0.32168746, 0.35563582, 0.22427705, 0.31816474, 0.5615526, 0.3745957, 0.7056425
0.6307943, 0.29401496, 0.5, 0.38151228, 0.53485155, 0.39743847, 0.7578281, 0.3897745, 0.30145246, 0.75177, 0.26070017, 0.80941, 0.740725, 0.39612547, 0.3065682, 0.6405196, 0.55466956
0.4765538, 0.4678729, 0.5, 0.77291536, 0.5130684, 0.66162765, 0.13281748, 0.67123234, 0.57800233, 0.13387325, 0.8248324, 0.4490599, 0.16558978, 0.5130666, 0.7210374, 0.6581989, 0.2764018
0.5605463, 0.7325236, 0.5, 0.4442917, 0.48190174, 0.3644148, 0.28451908, 1.0, 0.4166816, 0.3477606, 0.8248324, 0.2221728, 0.3240454, 1.0, 0.44547883, 0.41639483, 0.8591151
0.85067177, 0.55387694, 0.5, 1.0, 0.3724541, 1.0, 0.55758196, 0.12590775, 0.9006438, 0.7280047, 0.05486816, 1.0, 0.75246245, 0.41561565, 1.0, 0.7040477, 1.0
0.53374225, 0.19744286, 0.5, 0.4695443, 0.36699677, 0.29836753, 0.29058713, 0.39857006, 0.7623689, 0.36360407, 0.42079175, 0.2488654, 0.44141993, 0.32790983, 0.482512, 0.28341377, 0.562086
0.8129971, 0.19475746, 0.5, 0.6044295, 0.6611477, 0.34239906, 0.745692, 0.43375227, 0.18622339, 0.7596917, 0.33693427, 0.77604425, 0.8228872, 0.41561565, 0.23197752, 0.6563236, 0.51115894
0.5202768, 0.5631134, 0.5, 0.54960144, 0.3353228, 0.59558034, 0.15102166, 0.64484566, 0.7393231, 0.11010799, 0.7867153, 0.49577194, 0.28883302, 1.0, 0.7808707, 0.6451997, 0.24904531
0.677771, 0.7053434, 0.5, 0.34363776, 0.27590722, 0.27635175, 0.30879134, 0.9263035, 0.27840668, 0.3477606, 0.8477026, 0.17546076, 0.41794503, 1.0, 0.4316008, 0.356977, 0.74987763
0.7384449, 0.50791585, 0.5, 0.5442405, 0.2746805, 1.0, 0.49083328, 0.06433883, 0.7393231, 0.6963177, 0.062491566, 1.0, 0.44728866, 0.3474, 1.0, 0.21469718, 1.0
0.45928058, 0.386537, 0.5, 0.2898958, 0.40958226, 0.3644148, 0.27238297, 0.36338782, 0.8315064, 0.27646482, 0.32168746, 0.35563582, 0.22427705, 0.31816474, 0.56292766, 0.37381887, 0.70594877
0.63096833, 0.29379374, 0.5, 0.38123512, 0.53494686, 0.39743847, 0.75176, 0.3897745, 0.30145246, 0.75177, 0.26070017, 0.80941, 0.740725, 0.39612547, 0.3062132, 0.63802993, 0.55361897
0.46665365, 0.4432153, 0.5, 0.61818063, 0.540644, 0.6726355, 0.13281748, 0.67123234, 0.57800233, 0.13387325, 0.817209, 0.4490599, 0.17145851, 0.5325568, 0.7106299, 0.66676944, 0.28232473
0.5805746, 0.7211556, 0.5, 0.5167951, 0.46351597, 0.33139116, 0.2966552, 0.9878725, 0.4166816, 0.3477606, 0.8248324, 0.2221728, 0.3240454, 1.0, 0.4551885, 0.39964208, 0.83297324
0.8490833, 0.5538614, 0.5, 0.99719685, 0.37251866, 1.0, 0.54544586, 0.10831663, 0.9006438, 0.5774914, 0.05486816, 1.0, 0.75246245, 0.41561565, 1.0, 0.66070765, 1.0
0.5341086, 0.19790843, 0.5, 0.4694248, 0.36682457, 0.29836753, 0.29058713, 0.39857006, 0.7623689, 0.36360407, 0.42079175, 0.2488654, 0.44141993, 0.32790983, 0.48372597, 0.2814526, 0.562468
0.81338465, 0.19501, 0.5, 0.60343057, 0.66091096, 0.33139116, 0.745692, 0.43375227, 0.18622339, 0.7596917, 0.33693427, 0.77604425, 0.8228872, 0.41561565, 0.23118177, 0.6549674, 0.5104608
0.51178044, 0.5613259, 0.5, 0.5068449, 0.3639253, 0.59558034, 0.15102166, 0.64484566, 0.7393231, 0.11010799, 0.7867153, 0.49577194, 0.28883302, 1.0, 0.76826173, 0.64691573, 0.24756664
0.683285, 0.70084864, 0.5, 0.3934388, 0.27334613, 0.24332812, 0.3148594, 0.9263035, 0.27840668, 0.3477606, 0.8477026, 0.17546076, 0.41794503, 1.0, 0.42944628, 0.33833942, 0.7237226
0.74415505, 0.49111408, 0.5, 0.5580484, 0.30126607, 1.0, 0.49690133, 0.06433883, 0.3244983, 0.6804742, 0.062491566, 1.0, 0.44728866, 0.3571451, 1.0, 0.22797558, 0.98356414
0.4592821, 0.3865891, 0.5, 0.2905177, 0.41006497, 0.3644148, 0.27238297, 0.36338782, 0.8315064, 0.27646482, 0.32168746, 0.35563582, 0.22427705, 0.32790983, 0.56319296, 0.37303567, 0.7056623
0.6312161, 0.29404476, 0.5, 0.38091093, 0.53501445, 0.39743847, 0.75176, 0.3897745, 0.30145246, 0.75177, 0.26070017, 0.80941, 0.740725, 0.39612547, 0.3058745, 0.63613564, 0.55295044
0.8892813, 0.5305561, 0.5, 0.9363007, 0.66254354, 0.77170646, 0.54544586, 0.12590775, 0.53191066, 0.7596917, 0.047244757, 0.86279523, 0.45315737, 0.3474, 0.5209958, 0.1677436, 0.86521095
0.4625487, 0.4388742, 0.5, 0.5498326, 0.5540029, 0.6726355, 0.13281748, 0.67123234, 0.57800233, 0.13387325, 0.8095856, 0.4490599, 0.17145851, 0.5325568, 0.7036807, 0.669326, 0.28510553
0.5901532, 0.7176597, 0.5, 0.57434475, 0.45963585, 0.29836753, 0.3027233, 0.97028136, 0.4166816, 0.3477606, 0.8248324, 0.2221728, 0.3240454, 1.0, 0.45439893, 0.3830867, 0.8073977
0.53397864, 0.1975345, 0.5, 0.46922794, 0.36656016, 0.28735965, 0.29058713, 0.39857006, 0.7623689, 0.36360407, 0.42079175, 0.2488654, 0.44141993, 0.32790983, 0.48427686, 0.27995944, 0.5627578
0.81373507, 0.195191, 0.5, 0.6026765, 0.66064346, 0.33139116, 0.745692, 0.43375227, 0.18622339, 0.7596917, 0.33693427, 0.77604425, 0.8228872, 0.41561565, 0.23037386, 0.65369713, 0.50981534
0.6224104, 0.29269424, 0.5, 0.74898976, 0.52815825, 0.7827143, 0.52724165, 0.08192995, 0.9928271, 0.73592645, 0.039621353, 0.9361999, 0.35338902, 0.30841964, 0.5412109, 0.13484204, 0.8226686
0.71064687, 0.48240438, 0.5, 0.30923703, 0.5306917, 0.39743847, 0.73355585, 0.40736562, 0.46277323, 0.73592645, 0.10823202, 0.78939056, 0.740725, 0.3474, 0.30490947, 0.67983234, 0.6048259
0.50765496, 0.561077, 0.5, 0.48614043, 0.37822503, 0.6065882, 0.15102166, 0.64484566, 0.7393231, 0.10218623, 0.7867153, 0.49577194, 0.28883302, 1.0, 0.7644199, 0.648982, 0.24811727
0.6862461, 0.70062363, 0.5, 0.42575938, 0.2714891, 0.22131237, 0.3148594, 0.917508, 0.27840668, 0.3477606, 0.8400792, 0.17546076, 0.41794503, 1.0, 0.4267429, 0.32744473, 0.7082343
0.4593946, 0.38705468, 0.5, 0.29101717, 0.41044313, 0.3644148, 0.27238297, 0.36338782, 0.7854147, 0.27646482, 0.32168746, 0.35563582, 0.22427705, 0.32790983, 0.5630603, 0.3711732, 0.70395637
0.8165502, 0.19818479, 0.5, 1.0, 0.65080184, 0.70565915, 0.5333097, 0.11711219, 0.3244983, 0.7596917, 0.062491566, 0.84277576, 0.4355512, 0.33765492, 0.49687356, 0.15023848, 0.8552587
0.8029951, 0.48477402, 0.5, 0.43986014, 0.68344736, 0.37542272, 0.745692, 0.4249567, 0.6471398, 0.783457, 0.10060862, 0.8227563, 0.7465937, 0.3474, 0.35087907, 0.6446553, 0.60221106
0.46100128, 0.43798813, 0.5, 0.51647973, 0.5599429, 0.6726355, 0.1267494, 0.67123234, 0.57800233, 0.13387325, 0.8095856, 0.4490599, 0.17145851, 0.5325568, 0.6997613, 0.67068547, 0.28627005
0.5959378, 0.7183577, 0.5, 0.61039376, 0.45579576, 0.27635175, 0.30879134, 0.96148574, 0.4166816, 0.3477606, 0.8248324, 0.2221728, 0.3240454, 1.0, 0.4519812, 0.37274593, 0.7915374
0.53431684, 0.19776765, 0.5, 0.46966282, 0.36587453, 0.28735965, 0.29058713, 0.39857006, 0.7393231, 0.36360407, 0.42079175, 0.2488654, 0.44141993, 0.32790983, 0.48302615, 0.27863503, 0.56213206
0.61232555, 0.71768206, 0.5, 0.39037734, 0.31260192, 0.5735646, 0.16922587, 0.6536412, 0.7623689, 0.14971676, 0.8248324, 0.46907935, 0.14798358, 0.49357638, 0.6796237, 0.58619255, 0.25601912
0.5620465, 0.5372232, 0.5, 0.5692414, 0.35708442, 0.14425719, 0.32092747, 0.8999169, 0.6471398, 0.33191708, 0.817209, 0.17546076, 0.2829643, 1.0, 0.40711948, 0.32733646, 0.70480275
0.6224256, 0.29292443, 0.5, 0.74899954, 0.52825046, 0.7827143, 0.52724165, 0.08192995, 0.2092692, 0.7121612, 0.039621353, 0.9361999, 0.40033883, 0.31816474, 0.5439572, 0.14603469, 0.82559955
0.7105503, 0.4870886, 0.5, 0.27419877, 0.52092695, 0.3864306, 0.73355585, 0.41616115, 0.14013174, 0.73592645, 0.10823202, 0.78939056, 0.75246245, 0.55204695, 0.3050686, 0.6753464, 0.5740471
0.4593262, 0.38725507, 0.5, 0.29156852, 0.41087666, 0.3644148, 0.27238297, 0.36338782, 0.7854147, 0.27646482, 0.32168746, 0.35563582, 0.22427705, 0.32790983, 0.5615546, 0.3698265, 0.7027477
0.49273407, 0.68451655, 0.5, 0.35137564, 0.54554176, 0.66162765, 0.14495361, 0.68882346, 0.71627724, 0.15763852, 0.8400792, 0.4357136, 0.15972105, 0.55204695, 0.7062392, 0.66179967, 0.3026616
0.580399, 0.44056308, 0.5, 0.8710562, 0.3689829, 0.13324931, 0.32092747, 0.9263035, 0.57800233, 0.3477606, 0.8095856, 0.13542184, 0.32991412, 1.0, 0.4377645, 0.34086412, 0.72930133
0.81622565, 0.1985811, 0.5, 1.0, 0.6369818, 0.70565915, 0.5333097, 0.10831663, 0.3244983, 0.7596917, 0.062491566, 0.84277576, 0.4355512, 0.33765492, 0.48011264, 0.15336558, 0.8333355
0.8009141, 0.4867242, 0.5, 0.4032098, 0.6859777, 0.3644148, 0.75176, 0.43375227, 0.39363575, 0.720083, 0.10060862, 0.8227563, 0.7465937, 0.5812822, 0.33484042, 0.6456995, 0.5675857
0.5343442, 0.19842467, 0.5, 0.4714139, 0.36751023, 0.28735965, 0.29058713, 0.39857006, 0.7393231, 0.36360407, 0.42079175, 0.2488654, 0.44141993, 0.32790983, 0.48107564, 0.27676296, 0.5616414
0.61268276, 0.7178817, 0.5, 0.3906163, 0.31210077, 0.5735646, 0.16922587, 0.6536412, 0.7623689, 0.14971676, 0.8248324, 0.4757525, 0.15385231, 0.49357638, 0.6833228, 0.5873864, 0.2546409
0.5609741, 0.5371144, 0.5, 0.569688, 0.3573919, 0.15526506, 0.32092747, 0.9087124, 0.6471398, 0.32399532, 0.817209, 0.17546076, 0.2829643, 1.0, 0.4125303, 0.3310519, 0.7082014
0.62228954, 0.29261082, 0.5, 0.7491856, 0.52821666, 0.7827143, 0.5333097, 0.08192995, 0.2092692, 0.7121612, 0.039621353, 0.9361999, 0.40033883, 0.31816474, 0.5449651, 0.15061674, 0.8299961
0.7099469, 0.48786485, 0.5, 0.25926656, 0.5188055, 0.3864306, 0.7396239, 0.41616115, 0.14013174, 0.73592645, 0.10823202, 0.78939056, 0.75246245, 0.55204695, 0.29549968, 0.6764575, 0.56433856
0.45920458, 0.3869869, 0.5, 0.29238236, 0.41115648, 0.3644148, 0.27238297, 0.36338782, 0.7854147, 0.27646482, 0.32168746, 0.35563582, 0.22427705, 0.32790983, 0.56140566, 0.36964822, 0.70254683
0.49260715, 0.6846089, 0.5, 0.35032672, 0.54549253, 0.66162765, 0.13888553, 0.68882346, 0.71627724, 0.15763852, 0.8248324, 0.4357136, 0.15972105, 0.561792, 0.7109298, 0.6637449, 0.30166638
0.5777784, 0.43951327, 0.5, 0.8758453, 0.37369314, 0.13324931, 0.32092747, 0.9263035, 0.57800233, 0.3477606, 0.8095856, 0.13542184, 0.32991412, 1.0, 0.44385067, 0.34330603, 0.73353976
0.8160212, 0.19903624, 0.5, 1.0, 0.63261896, 0.71666706, 0.5333097, 0.10831663, 0.3244983, 0.75177, 0.062491566, 0.8494489, 0.4355512, 0.33765492, 0.47850692, 0.15412998, 0.8296701
0.8005508, 0.4877254, 0.5, 0.3852456, 0.68318605, 0.3644148, 0.75176, 0.43375227, 0.39363575, 0.720083, 0.10060862, 0.8227563, 0.7465937, 0.5812822, 0.32883996, 0.64738697, 0.5572646
0.53438526, 0.19906452, 0.5, 0.47319925, 0.36890298, 0.28735965, 0.29058713, 0.39857006, 0.7393231, 0.36360407, 0.42079175, 0.2488654, 0.44141993, 0.32790983, 0.4803126, 0.27538761, 0.5618884
0.444156, 0.3611796, 0.5, 0.37581834, 0.4307044, 0.77170646, 0.7821004, 0.5480945, 1.0, 0.75177, 0.649494, 0.8494489, 0.6996439, 0.38638037, 0.94938374, 0.6330315, 0.30718422
0.6126911, 0.7184344, 0.5, 0.39142624, 0.31190705, 0.5735646, 0.16922587, 0.6536412, 0.7623689, 0.14179501, 0.8248324, 0.48909882, 0.15972105, 0.49357638, 0.68423885, 0.58913743, 0.25287968
0.56019586, 0.53706527, 0.5, 0.5701159, 0.3586094, 0.15526506, 0.32092747, 0.9087124, 0.6471398, 0.32399532, 0.817209, 0.18213388, 0.2829643, 1.0, 0.4152847, 0.3333187, 0.7105001
0.6217811, 0.29198584, 0.5, 0.751683, 0.528478, 0.79372215, 0.5333097, 0.08192995, 0.2092692, 0.7121612, 0.039621353, 0.9361999, 0.49423847, 0.33765492, 0.5470584, 0.16610843, 0.8335923
0.7095578, 0.48799253, 0.5, 0.25189987, 0.51592463, 0.39743847, 0.7396239, 0.41616115, 0.14013174, 0.73592645, 0.10823202, 0.78939056, 0.75246245, 0.55204695, 0.2917884, 0.67733306, 0.5587828
0.52132034, 0.17558804, 0.5, 0.6387079, 0.4449918, 0.58457243, 0.7699642, 0.5744812, 0.6701856, 0.7755352, 0.71810466, 0.6959665, 0.7172501, 0.37663528, 0.757383, 0.69420683, 0.24942833
0.49240574, 0.6846506, 0.5, 0.3499027, 0.5456647, 0.66162765, 0.13888553, 0.68882346, 0.71627724, 0.15763852, 0.817209, 0.4357136, 0.16558978, 0.561792, 0.7117358, 0.66446763, 0.30059013
0.576953, 0.43945077, 0.5, 0.8773829, 0.37414816, 0.14425719, 0.32092747, 0.9263035, 0.57800233, 0.3477606, 0.8095856, 0.14876816, 0.32991412, 1.0, 0.44757012, 0.34652478, 0.73540044
0.8158335, 0.19924405, 0.5, 1.0, 0.6304207, 0.7276749, 0.5393778, 0.10831663, 0.3244983, 0.75177, 0.062491566, 0.8494489, 0.4355512, 0.33765492, 0.47810704, 0.1628935, 0.82731867
0.8002856, 0.48817557, 0.5, 0.3776154, 0.679598, 0.37542272, 0.75176, 0.43375227, 0.39363575, 0.720083, 0.10060862, 0.8227563, 0.7465937, 0.5812822, 0.32667518, 0.6475238, 0.55174184
0.44427073, 0.36112297, 0.5, 0.3765009, 0.43091038, 0.76069856, 0.7760323, 0.5480945, 1.0, 0.75177, 0.649494, 0.8494489, 0.70551264, 0.38638037, 0.9456481, 0.63199043, 0.30567855
0.6127512, 0.71865565, 0.5, 0.39030883, 0.31202698, 0.5735646, 0.16922587, 0.6536412, 0.7623689, 0.14179501, 0.8248324, 0.48909882, 0.15972105, 0.49357638, 0.6829535, 0.58855486, 0.25239357
0.56017077, 0.5369867, 0.5, 0.5702403, 0.35845262, 0.15526506, 0.32092747, 0.9087124, 0.6010482, 0.32399532, 0.8095856, 0.18880704, 0.2829643, 1.0, 0.41482562, 0.33393314, 0.7113794
0.7093358, 0.48822576, 0.5, 0.24674162, 0.51609373, 0.39743847, 0.7396239, 0.41616115, 0.14013174, 0.73592645, 0.10823202, 0.78939056, 0.7583312, 0.55204695, 0.28921765, 0.6768013, 0.55414593
0.52156734, 0.17590237, 0.5, 0.6403874, 0.44289804, 0.59558034, 0.7699642, 0.5744812, 0.6701856, 0.7755352, 0.71810466, 0.6959665, 0.7172501, 0.41561565, 0.75855005, 0.69356054, 0.2488757
0.4924437, 0.68454707, 0.5, 0.3499654, 0.5456893, 0.66162765, 0.13888553, 0.68882346, 0.71627724, 0.14971676, 0.817209, 0.44238675, 0.16558978, 0.57153714, 0.710179, 0.66415244, 0.30036753
0.5766406, 0.43939295, 0.5, 0.8779509, 0.37495062, 0.14425719, 0.32092747, 0.9263035, 0.57800233, 0.3477606, 0.8095856, 0.14876816, 0.32991412, 1.0, 0.44742936, 0.34750223, 0.7359109
0.8002544, 0.48856866, 0.5, 0.3714524, 0.6780577, 0.37542272, 0.75176, 0.43375227, 0.232315, 0.720083, 0.10060862, 0.8227563, 0.7465937, 0.5812822, 0.32548773, 0.64667696, 0.54806
0.5993769, 0.3857511, 0.5, 0.56278944, 0.32374406, 0.16627294, 0.32699555, 0.8999169, 0.5088649, 0.33983883, 0.8095856, 0.17546076, 0.3005705, 1.0, 0.4056974, 0.30560753, 0.6686295
0.6126592, 0.71913165, 0.5, 0.39212254, 0.31203005, 0.58457243, 0.16922587, 0.6536412, 0.7623689, 0.14179501, 0.8248324, 0.48909882, 0.15972105, 0.49357638, 0.6820741, 0.5894845, 0.25153106
0.5728709, 0.4356177, 0.5, 0.25440997, 0.5130561, 0.45247787, 0.745692, 0.43375227, 0.14013174, 0.6963177, 0.10823202, 0.86279523, 0.7583312, 0.7274586, 0.6397852, 0.6700041, 0.56414753
0.73060447, 0.28913283, 0.5, 0.88563883, 0.33937508, 0.14425719, 0.32699555, 0.9087124, 0.57800233, 0.3952911, 0.8477026, 0.1154024, 0.30643922, 1.0, 0.3519829, 0.25990674, 0.62982506
0.46655405, 0.20944259, 0.5, 0.6302707, 0.46411547, 0.59558034, 0.7760323, 0.5744812, 0.4397274, 0.7755352, 0.68761104, 0.6959665, 0.7289875, 0.42536074, 0.7996617, 0.7076994, 0.25036758
0.49233124, 0.6845694, 0.5, 0.35003, 0.5458984, 0.66162765, 0.13888553, 0.68882346, 0.71627724, 0.14971676, 0.817209, 0.44238675, 0.16558978, 0.57153714, 0.71101755, 0.6645854, 0.300134
0.80018675, 0.48839197, 0.5, 0.36816177, 0.6772245, 0.37542272, 0.75176, 0.43375227, 0.232315, 0.720083, 0.10060862, 0.8227563, 0.75246245, 0.5812822, 0.32396364, 0.64877504, 0.5466472
0.59765697, 0.55436575, 0.5, 0.26713562, 0.56425345, 0.35340694, 0.75176, 0.39857006, 0.6471398, 0.7438482, 0.24545336, 0.6359081, 0.740725, 0.3571451, 0.36490804, 0.6241935, 0.5678097
0.5909467, 0.3243789, 0.5, 0.45481092, 0.4077068, 0.13324931, 0.3330636, 0.88232577, 0.117085904, 0.33983883, 0.77909195, 0.17546076, 0.3005705, 1.0, 0.3551861, 0.26162308, 0.6255702
0.61076444, 0.7139367, 0.5, 0.42879543, 0.31106463, 0.5735646, 0.16922587, 0.6536412, 0.7623689, 0.13387325, 0.8248324, 0.48909882, 0.15972105, 0.49357638, 0.67981344, 0.5818786, 0.25016665
0.5098849, 0.43141538, 0.5, 0.26250234, 0.5128286, 0.48550153, 0.75176, 0.4513434, 0.14013174, 0.6963177, 0.10823202, 0.86279523, 0.7583312, 0.7274586, 0.7624674, 0.66580474, 0.552664
0.73436207, 0.23013613, 0.5, 0.7177974, 0.4563584, 0.08921778, 0.33913165, 0.88232577, 0.27840668, 0.3952911, 0.8477026, 0.1154024, 0.30643922, 1.0, 0.30993062, 0.22305098, 0.5859621
0.44621643, 0.22418803, 0.5, 0.62450624, 0.46884105, 0.6065882, 0.7760323, 0.5744812, 0.4397274, 0.7755352, 0.68761104, 0.6959665, 0.7289875, 0.42536074, 0.81275624, 0.71047884, 0.24834254
0.4915735, 0.67465097, 0.5, 0.3920423, 0.5491236, 0.66162765, 0.13888553, 0.68882346, 0.71627724, 0.14971676, 0.817209, 0.4490599, 0.17145851, 0.57153714, 0.70768166, 0.65961564, 0.29963708
0.74859893, 0.47006813, 0.5, 0.36631173, 0.68291855, 0.37542272, 0.7578281, 0.43375227, 0.232315, 0.720083, 0.10060862, 0.8227563, 0.805281, 0.5812822, 0.35506982, 0.64846945, 0.5630048
0.42908534, 0.68270713, 0.5, 0.7946472, 0.49475026, 1.0, 0.51510555, 0.011565477, 0.9006438, 0.16556028, 0.077738374, 0.9562193, 0.46489483, 0.43510583, 1.0, 0.19140506, 1.0
0.6074979, 0.53010345, 0.5, 0.26949298, 0.5618768, 0.37542272, 0.75176, 0.39857006, 0.53191066, 0.7438482, 0.23020655, 0.6425812, 0.740725, 0.3571451, 0.35844034, 0.63804907, 0.56696
0.5893848, 0.30907774, 0.5, 0.40336943, 0.44369745, 0.12224144, 0.3330636, 0.8735302, 0.117085904, 0.33983883, 0.77909195, 0.17546076, 0.3005705, 1.0, 0.33303273, 0.24248856, 0.6076318
0.60986, 0.71177864, 0.5, 0.4590388, 0.30827296, 0.5625567, 0.16922587, 0.6536412, 0.7623689, 0.13387325, 0.73335147, 0.49577194, 0.15972105, 0.49357638, 0.6746393, 0.57798487, 0.25318724
0.47934768, 0.4355846, 0.5, 0.26961637, 0.5132068, 0.5185252, 0.75176, 0.46013895, 0.14013174, 0.6963177, 0.10823202, 0.86946833, 0.7583312, 0.7274586, 0.8171612, 0.66193336, 0.53887504
0.35004753, 0.5354691, 0.5, 1.0, 0.68828976, 1.0, 0.52724165, 0.0, 0.6471398, 0.73592645, 0.07011497, 0.99625826, 0.4355512, 0.3474, 0.9682523, 0.15550533, 0.8943794
0.7357765, 0.2041463, 0.5, 0.6348345, 0.5100769, 0.07820991, 0.34519973, 0.8735302, 0.27840668, 0.3952911, 0.8477026, 0.1154024, 0.30643922, 1.0, 0.28553087, 0.20311892, 0.5631892
0.4372458, 0.23102853, 0.5, 0.6219403, 0.47126073, 0.6065882, 0.7760323, 0.5744812, 0.39363575, 0.7755352, 0.68761104, 0.6959665, 0.7289875, 0.42536074, 0.8176448, 0.7103069, 0.24674827
0.4887652, 0.6717123, 0.5, 0.426773, 0.5512296, 0.66162765, 0.13888553, 0.68882346, 0.71627724, 0.14971676, 0.5503897, 0.6092155, 0.17145851, 0.57153714, 0.7039643, 0.6562345, 0.30177605
0.7252083, 0.4539753, 0.5, 0.36966017, 0.68291545, 0.37542272, 0.7578281, 0.4249567, 0.232315, 0.720083, 0.10060862, 0.8227563, 0.805281, 0.5812822, 0.3680848, 0.64955825, 0.5721666
0.45007357, 0.6643526, 0.5, 0.8028052, 0.49376947, 1.0, 0.51510555, 0.011565477, 0.9006438, 0.16556028, 0.05486816, 1.0, 0.4766323, 0.43510583, 1.0, 0.17750615, 1.0
0.6125794, 0.522425, 0.5, 0.26524842, 0.5580859, 0.3864306, 0.7578281, 0.3897745, 0.53191066, 0.7438482, 0.21495974, 0.6425812, 0.740725, 0.3571451, 0.35224813, 0.6468775, 0.56936735
0.5900301, 0.30532265, 0.5, 0.37734902, 0.46397406, 0.11123353, 0.3330636, 0.8735302, 0.117085904, 0.33983883, 0.77909195, 0.17546076, 0.3005705, 1.0, 0.31821007, 0.23174, 0.59710324
0.64098245, 0.66289926, 0.5, 0.47286135, 0.299077, 0.54054093, 0.17529392, 0.6536412, 0.69323146, 0.13387325, 0.70285785, 0.49577194, 0.15972105, 0.52281165, 0.6670066, 0.5720504, 0.25389728
0.45918405, 0.43942752, 0.5, 0.27441323, 0.5126318, 0.54054093, 0.7578281, 0.46013895, 0.14013174, 0.6963177, 0.10823202, 0.86946833, 0.7583312, 0.7274586, 0.8572936, 0.6574539, 0.52603465
