3397946800,-1,777.0,169.0,93.0,93.7112,73.0,101.0,115.0
3397946800,-2,873.0,483.0,159.0,171.084,106.0,196.0,125.0
3397946825,-1,781.0,170.0,94.0,94.3557,74.0,101.0,115.0
3397946825,-2,877.0,485.0,159.0,172.113,103.0,195.0,125.0
3397946825,-3,914.0,-374.0,185.0,222.37,166.0,156.0,85.0
3397946853,-2,879.0,486.0,161.0,172.777,103.0,195.0,124.0
3397946853,-3,912.0,-373.0,184.0,221.816,163.0,156.0,86.0
3397947027,-2,742.0,498.0,188.0,164.537,104.0,196.0,123.0
3397947027,-3,447.0,-148.0,178.0,211.894,37.0,184.0,122.0
3397947027,-7,1203.0,-450.0,185.0,212.77,108.0,178.0,93.0
3397947027,-8,1426.0,193.0,73.0,322.641,72.0,87.0,120.0
3397947141,-2,726.0,497.0,184.0,168.539,104.0,196.0,125.0
3397947141,-3,446.0,-153.0,177.0,211.342,37.0,184.0,121.0
3397947141,-8,1417.0,191.0,72.0,319.9,73.0,87.0,120.0
3397947176,-2,723.0,488.0,183.0,167.47,103.0,196.0,124.0
3397947176,-3,446.0,-149.0,178.0,211.442,36.0,185.0,120.0
3397947176,-8,1415.0,192.0,72.0,319.605,72.0,87.0,120.0
3397947176,-9,1336.0,-661.0,355.0,422.431,73.0,102.0,164.0
3397947249,-3,446.0,-153.0,177.0,211.597,36.0,184.0,121.0
3397947249,-8,1417.0,192.0,72.0,319.908,72.0,87.0,120.0
3397947249,-9,1332.0,-659.0,352.0,421.025,72.0,102.0,164.0
3397947282,-3,446.0,-148.0,177.0,211.352,36.0,184.0,121.0
3397947282,-9,1331.0,-659.0,352.0,420.996,73.0,102.0,164.0
3397947314,-3,621.0,-154.0,203.0,193.621,29.0,169.0,121.0
3397947314,-9,1330.0,-659.0,379.0,420.507,73.0,103.0,164.0
3397947314,-10,993.0,274.0,136.0,379.136,73.0,94.0,176.0
3397947345,-3,631.0,-157.0,206.0,189.872,30.0,171.0,121.0
3397947345,-9,1329.0,-658.0,378.0,420.206,74.0,103.0,164.0
3397947377,-3,632.0,-157.0,206.0,183.336,30.0,170.0,122.0
3397947377,-9,1336.0,-661.0,382.0,434.09,73.0,102.0,163.0
3397947377,-11,823.0,212.0,107.0,122.48,113.0,97.0,146.0
3397947405,-3,632.0,-157.0,206.0,190.161,29.0,170.0,121.0
3397947405,-9,1336.0,-661.0,382.0,434.082,73.0,103.0,163.0
3397947405,-11,823.0,212.0,107.0,122.474,113.0,98.0,146.0
3397947405,-13,1300.0,380.0,147.0,399.551,64.0,197.0,120.0
3397947439,-3,575.0,-202.0,211.0,158.517,28.0,171.0,120.0
3397947439,-9,1336.0,-661.0,382.0,422.526,73.0,102.0,162.0
3397947439,-11,823.0,212.0,107.0,122.862,114.0,96.0,147.0
3397947471,-3,575.0,-202.0,211.0,158.509,29.0,172.0,120.0
3397947471,-9,1335.0,-674.0,382.0,423.003,72.0,103.0,163.0
3397947471,-11,823.0,203.0,107.0,122.286,110.0,98.0,146.0
3397947471,-15,750.0,576.0,131.0,121.779,62.0,101.0,120.0
3397947505,-3,584.0,-199.0,213.0,154.275,28.0,170.0,120.0
3397947505,-9,1601.0,-175.0,289.0,437.539,80.0,103.0,167.0
3397947505,-11,823.0,212.0,107.0,122.476,113.0,96.0,145.0
3397947539,-9,1551.0,-169.0,266.0,436.019,80.0,103.0,167.0
3397947539,-11,698.0,-89.0,100.0,110.133,117.0,97.0,144.0
3397947569,-9,1543.0,-167.0,265.0,420.019,79.0,103.0,167.0
3397947569,-11,696.0,-89.0,100.0,109.673,117.0,96.0,144.0
3397947569,-16,734.0,300.0,121.0,105.786,97.0,204.0,97.0
3397947600,-9,1614.0,-176.0,292.0,441.695,80.0,103.0,167.0
3397947600,-11,492.0,-146.0,122.0,115.652,114.0,97.0,146.0
3397947600,-16,739.0,293.0,130.0,106.622,97.0,205.0,96.0
3397947600,-17,996.0,-700.0,304.0,260.482,120.0,169.0,91.0
3397947647,-9,1602.0,-175.0,290.0,437.796,79.0,102.0,167.0
3397947647,-11,490.0,-145.0,122.0,115.618,114.0,97.0,145.0
3397947647,-17,990.0,-696.0,302.0,258.584,117.0,168.0,93.0
3397947683,-9,1552.0,-168.0,282.0,436.111,80.0,103.0,167.0
3397947683,-11,491.0,-145.0,122.0,114.664,114.0,97.0,145.0
3397947683,-17,992.0,-697.0,303.0,259.167,116.0,167.0,94.0
3397947683,-18,1013.0,439.0,171.0,383.695,70.0,96.0,173.0
3397947755,-9,1470.0,-561.0,372.0,435.535,74.0,104.0,161.0
3397947755,-18,1019.0,441.0,171.0,386.021,71.0,95.0,172.0
3397947812,-9,1456.0,-556.0,368.0,430.705,74.0,104.0,161.0
3397947812,-18,1015.0,439.0,170.0,384.044,70.0,96.0,172.0
3397947812,-19,519.0,22.0,102.0,92.0638,75.0,92.0,112.0
3397947844,-9,1170.0,-667.0,448.0,421.864,65.0,104.0,156.0
3397947844,-18,1014.0,439.0,160.0,383.844,71.0,95.0,173.0
3397947844,-19,512.0,22.0,101.0,97.1111,73.0,93.0,112.0
3397947844,-20,1551.0,-90.0,141.0,421.978,76.0,198.0,120.0
3397947927,-18,1087.0,487.0,170.0,394.122,71.0,95.0,172.0
3397947927,-19,512.0,22.0,101.0,97.092,74.0,91.0,111.0
3397947927,-20,1458.0,-290.0,148.0,422.659,73.0,198.0,120.0
3397947989,-18,1087.0,487.0,170.0,393.9,72.0,95.0,173.0
3397947989,-19,519.0,22.0,102.0,92.071,75.0,92.0,112.0
3397947989,-20,1457.0,-290.0,148.0,422.361,74.0,197.0,120.0
3397947989,-21,969.0,-590.0,154.0,329.828,60.0,91.0,120.0
3397948024,-18,1087.0,487.0,170.0,393.766,70.0,97.0,172.0
3397948024,-19,698.0,413.0,123.0,102.259,67.0,101.0,117.0
3397948024,-20,1457.0,-305.0,163.0,422.653,76.0,196.0,119.0
3397948058,-18,1087.0,487.0,181.0,394.167,70.0,97.0,172.0
3397948058,-20,1458.0,-305.0,163.0,422.961,75.0,197.0,117.0
3397948090,-18,1092.0,489.0,182.0,396.229,72.0,97.0,172.0
3397948090,-23,1468.0,-292.0,134.0,426.077,73.0,198.0,117.0
3397948090,-24,624.0,-1.0,133.0,153.78,111.0,206.0,120.0
3397948123,-18,1087.0,487.0,181.0,394.275,72.0,97.0,171.0
3397948123,-24,622.0,0.0,140.0,153.141,112.0,206.0,120.0
3397948156,-18,1084.0,486.0,180.0,392.984,71.0,97.0,172.0
3397948156,-24,622.0,-1.0,139.0,153.105,112.0,206.0,120.0
3397948156,-25,466.0,-367.0,173.0,106.387,83.0,195.0,101.0
3397948189,-18,1084.0,486.0,192.0,392.626,71.0,97.0,171.0
3397948189,-24,611.0,0.0,138.0,156.979,110.0,206.0,120.0
3397948189,-25,463.0,-370.0,166.0,105.71,81.0,195.0,101.0
3397948189,-27,1195.0,-409.0,111.0,344.982,68.0,87.0,119.0
3397948245,-18,1037.0,-694.0,195.0,395.681,70.0,96.0,166.0
3397948245,-24,622.0,0.0,140.0,153.133,112.0,206.0,120.0
3397948245,-25,464.0,-366.0,172.0,106.278,82.0,195.0,102.0
3397948278,-18,1043.0,-697.0,197.0,398.314,70.0,96.0,167.0
3397948278,-24,624.0,0.0,140.0,153.789,112.0,206.0,120.0
3397948278,-25,466.0,-367.0,173.0,106.606,82.0,195.0,101.0
3397948278,-28,827.0,346.0,125.0,127.282,113.0,93.0,147.0
3397948311,-18,1033.0,-691.0,195.0,393.731,70.0,96.0,167.0
3397948311,-24,620.0,0.0,139.0,152.87,112.0,206.0,120.0
3397948311,-25,463.0,-365.0,172.0,105.962,82.0,195.0,101.0
3397948345,-18,1036.0,-693.0,196.0,395.328,69.0,96.0,167.0
