1442, 298, 0, 307, 513.138, 96, 20.8427, 24, 175, 145, 8.45737, 128, 175, 68, 14.2964, 40, 123
695, -203, 0, 116, 238.892, 49, 27.6279, 23, 125, 190, 19.6848, 160, 247, 118, 4.77646, 96, 127
1446, -814, 0, 220, 227.809, 38, 15.049, 20, 70, 118, 5.12125, 98, 127, 152, 8.33085, 131, 172
