1154, 787, 0, 249, 209.407, 116, 25.0648, 26, 188, 152, 7.25778, 130, 175, 68, 13.6755, 36, 95
984, 189, 0, 176, 168.116, 74, 25.8599, 26, 135, 205, 17.8617, 160, 252, 117, 5.85172, 98, 132
526, -323, 0, 352, 352.799, 41, 18.7473, 8, 125, 196, 14.6197, 129, 231, 118, 4.86371, 96, 127
